@id,법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
4892,252413,현행,한국주택금융공사법,,009591,20230711,19534,일부개정,1160100,금융위원회,법률,,20231012,,/DRF/lawService.do?OC=username001&target=law&MST=252413&type=HTML&mobileYn=&efYd=20231012
4893,255159,현행,한국주택금융공사법 시행령,,009656,20231004,33785,일부개정,1160100,금융위원회,대통령령,,20231012,,/DRF/lawService.do?OC=username001&target=law&MST=255159&type=HTML&mobileYn=&efYd=20231012
4894,254885,현행,한국주택금융공사법 시행규칙,,009655,20230914,01907,일부개정,1160100,금융위원회,총리령,,20230914,,/DRF/lawService.do?OC=username001&target=law&MST=254885&type=HTML&mobileYn=&efYd=20230914
4895,204784,현행,한국지방재정공제회법,,009493,20181016,15805,일부개정,1741000,행정안전부,법률,,20190417,,/DRF/lawService.do?OC=username001&target=law&MST=204784&type=HTML&mobileYn=&efYd=20190417
4896,195120,현행,한국지방행정연구원 육성법,지방행정연구원법,001107,20170726,14839,타법개정,1741000,행정안전부,법률,,20170726,,/DRF/lawService.do?OC=username001&target=law&MST=195120&type=HTML&mobileYn=&efYd=20170726
4897,227985,현행,한국지방행정연구원 육성법 시행령,지방행정연구원법 시행령,005479,20210105,31380,타법개정,1741000,행정안전부,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227985&type=HTML&mobileYn=&efYd=20210105
4898,260511,현행,한국진도개 보호ㆍ육성법,진도개법,000407,20240213,20309,타법개정,1543000,농림축산식품부,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=260511&type=HTML&mobileYn=&efYd=20240517
4899,202679,현행,한국철도공사법,,009594,20180313,15460,타법개정,1613000,국토교통부,법률,,20190314,,/DRF/lawService.do?OC=username001&target=law&MST=202679&type=HTML&mobileYn=&efYd=20190314
4900,233983,현행,한국철도공사법 시행령,,009843,20210720,31899,일부개정,1613000,국토교통부,대통령령,,20210720,,/DRF/lawService.do?OC=username001&target=law&MST=233983&type=HTML&mobileYn=&efYd=20210720
4901,113200,현행,한국청소년연맹 육성에 관한 법률,청소년연맹법,000847,20110519,10661,일부개정,1383000,여성가족부,법률,,20110519,,/DRF/lawService.do?OC=username001&target=law&MST=113200&type=HTML&mobileYn=&efYd=20110519
4902,251787,현행,한국토지주택공사법,,010999,20230609,19430,타법개정,1613000,국토교통부,법률,,20230710,,/DRF/lawService.do?OC=username001&target=law&MST=251787&type=HTML&mobileYn=&efYd=20230710
4903,252459,현행,한국토지주택공사법 시행령,,011077,20230707,33621,타법개정,1613000,국토교통부,대통령령,,20230710,,/DRF/lawService.do?OC=username001&target=law&MST=252459&type=HTML&mobileYn=&efYd=20230710
4904,230191,현행,한국투자공사법,,009920,20210316,17927,일부개정,1051000,기획재정부,법률,,20210316,,/DRF/lawService.do?OC=username001&target=law&MST=230191&type=HTML&mobileYn=&efYd=20210316
4905,205307,현행,한국투자공사법 시행령,,009989,20181204,29319,일부개정,1051000,기획재정부,대통령령,,20181204,,/DRF/lawService.do?OC=username001&target=law&MST=205307&type=HTML&mobileYn=&efYd=20181204
4906,210142,현행,한국학중앙연구원 육성법,,000853,20190820,16443,일부개정,1342000,교육부,법률,,20200221,,/DRF/lawService.do?OC=username001&target=law&MST=210142&type=HTML&mobileYn=&efYd=20200221
4907,214019,현행,한국학중앙연구원 육성법 시행령,,005473,20200204,30383,일부개정,1342000,교육부,대통령령,,20200221,,/DRF/lawService.do?OC=username001&target=law&MST=214019&type=HTML&mobileYn=&efYd=20200221
4908,254129,현행,한국해양과학기술원법,,011516,20230816,19692,일부개정,1192000,해양수산부,법률,,20230816,,/DRF/lawService.do?OC=username001&target=law&MST=254129&type=HTML&mobileYn=&efYd=20230816
4909,233981,현행,한국해양과학기술원법 시행령,,011645,20210720,31897,타법개정,1192000,해양수산부,대통령령,,20210720,,/DRF/lawService.do?OC=username001&target=law&MST=233981&type=HTML&mobileYn=&efYd=20210720
4910,138268,현행,한국해양과학기술원법 시행규칙,,011647,20130324,00001,타법개정,1192000,해양수산부,해양수산부령,,20130324,,/DRF/lawService.do?OC=username001&target=law&MST=138268&type=HTML&mobileYn=&efYd=20130324
4911,206378,현행,한국해양교통안전공단법,,013233,20181231,16160,제정,1192000,해양수산부,법률,,20190701,,/DRF/lawService.do?OC=username001&target=law&MST=206378&type=HTML&mobileYn=&efYd=20190701
4912,208851,현행,한국해양교통안전공단법 시행령,,013492,20190611,29849,제정,1192000,해양수산부,대통령령,,20190701,,/DRF/lawService.do?OC=username001&target=law&MST=208851&type=HTML&mobileYn=&efYd=20190701
4913,214541,현행,한국해양소년단연맹 육성에 관한 법률,,000814,20200218,17053,일부개정,1192000,해양수산부,법률,,20200819,,/DRF/lawService.do?OC=username001&target=law&MST=214541&type=HTML&mobileYn=&efYd=20200819
4914,169529,현행,한국해양수산연수원법,,000388,20150327,13272,일부개정,1192000,해양수산부,법률,,20150327,,/DRF/lawService.do?OC=username001&target=law&MST=169529&type=HTML&mobileYn=&efYd=20150327
4915,94993,현행,한국해양수산연수원법 시행령,,005485,20090625,21555,일부개정,1192000,해양수산부,대통령령,,20090625,,/DRF/lawService.do?OC=username001&target=law&MST=94993&type=HTML&mobileYn=&efYd=20090625
4916,255491,현행,한국해양진흥공사법,,013071,20231024,19777,일부개정,1192000,해양수산부,법률,,20240125,,/DRF/lawService.do?OC=username001&target=law&MST=255491&type=HTML&mobileYn=&efYd=20240125
4917,258363,현행,한국해양진흥공사법 시행령,,013148,20240109,34120,일부개정,1192000,해양수산부,대통령령,,20240125,,/DRF/lawService.do?OC=username001&target=law&MST=258363&type=HTML&mobileYn=&efYd=20240125
4918,214545,현행,한국해운조합법,,000074,20200218,17055,일부개정,1192000,해양수산부,법률,,20200218,,/DRF/lawService.do?OC=username001&target=law&MST=214545&type=HTML&mobileYn=&efYd=20200218
4919,187608,현행,한국해운조합법 시행령,,005487,20161122,27604,일부개정,1192000,해양수산부,대통령령,,20161130,,/DRF/lawService.do?OC=username001&target=law&MST=187608&type=HTML&mobileYn=&efYd=20161130
4920,187989,현행,한국해운조합법 시행규칙,,008628,20161130,00205,일부개정,1192000,해양수산부,해양수산부령,,20161130,,/DRF/lawService.do?OC=username001&target=law&MST=187989&type=HTML&mobileYn=&efYd=20161130
4921,259577,현행,한국환경공단법,,010912,20240130,20172,타법개정,1480000,환경부,법률,,20240130,,/DRF/lawService.do?OC=username001&target=law&MST=259577&type=HTML&mobileYn=&efYd=20240130
4922,118335,현행,한국환경공단법 시행령,,011123,20111028,23267,타법개정,1480000,환경부,대통령령,,20111029,,/DRF/lawService.do?OC=username001&target=law&MST=118335&type=HTML&mobileYn=&efYd=20111029
4923,179525,현행,한국환경산업기술원법,,012394,20160119,13781,타법개정,1480000,환경부,법률,,20161202,,/DRF/lawService.do?OC=username001&target=law&MST=179525&type=HTML&mobileYn=&efYd=20161202
4924,187810,현행,한국환경산업기술원법 시행령,,012680,20161129,27636,제정,1480000,환경부,대통령령,,20161202,,/DRF/lawService.do?OC=username001&target=law&MST=187810&type=HTML&mobileYn=&efYd=20161202
4925,249867,현행,한부모가족지원법,한부모가족법,000184,20230411,19340,일부개정,1383000,여성가족부,법률,,20231012,,/DRF/lawService.do?OC=username001&target=law&MST=249867&type=HTML&mobileYn=&efYd=20231012
4926,231537,현행,한부모가족지원법 시행령,,003477,20210413,31619,일부개정,1383000,여성가족부,대통령령,,20210421,,/DRF/lawService.do?OC=username001&target=law&MST=231537&type=HTML&mobileYn=&efYd=20210421
4927,255341,현행,한부모가족지원법 시행규칙,,007138,20231012,00196,일부개정,1383000,여성가족부,여성가족부령,,20231012,,/DRF/lawService.do?OC=username001&target=law&MST=255341&type=HTML&mobileYn=&efYd=20231012
4928,206701,현행,한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률,한센인사건법,010540,20190115,16265,일부개정,1352000,보건복지부,법률,,20190716,,/DRF/lawService.do?OC=username001&target=law&MST=206701&type=HTML&mobileYn=&efYd=20190716
4929,208682,현행,한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률 시행령,한센인사건법 시행령,010851,20190514,29760,일부개정,1352000,보건복지부,대통령령,,20190716,,/DRF/lawService.do?OC=username001&target=law&MST=208682&type=HTML&mobileYn=&efYd=20190716
4930,228463,현행,한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률 시행규칙,한센인사건법 시행규칙,010852,20210107,00778,타법개정,1352000,보건복지부,보건복지부령,,20210107,,/DRF/lawService.do?OC=username001&target=law&MST=228463&type=HTML&mobileYn=&efYd=20210107
4931,251879,현행,한식진흥법,,013571,20230620,19493,일부개정,1543000,농림축산식품부,법률,,20231221,,/DRF/lawService.do?OC=username001&target=law&MST=251879&type=HTML&mobileYn=&efYd=20231221
4932,245627,현행,한식진흥법 시행령,,013842,20221129,33004,타법개정,1543000,농림축산식품부,대통령령,,20221201,,/DRF/lawService.do?OC=username001&target=law&MST=245627&type=HTML&mobileYn=&efYd=20221201
4933,221353,현행,한식진흥법 시행규칙,,013854,20200903,00446,제정,1543000,농림축산식품부,농림축산식품부령,,20200903,,/DRF/lawService.do?OC=username001&target=law&MST=221353&type=HTML&mobileYn=&efYd=20200903
4934,218135,현행,한ㆍ아프리카재단법,,013012,20200526,17310,일부개정,1262000,외교부,법률,,20200526,,/DRF/lawService.do?OC=username001&target=law&MST=218135&type=HTML&mobileYn=&efYd=20200526
4935,227991,현행,한ㆍ아프리카재단법 시행령,,013033,20210105,31380,타법개정,1262000,외교부,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227991&type=HTML&mobileYn=&efYd=20210105
4936,260513,현행,한옥 등 건축자산의 진흥에 관한 법률,한옥등건축자산법,012068,20240213,20309,타법개정,1613000,국토교통부,법률,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=260513&type=HTML&mobileYn=&efYd=20240517
4937,262587,현행,한옥 등 건축자산의 진흥에 관한 법률 시행령,한옥등건축자산법 시행령,012298,20240507,34494,타법개정,1613000,국토교통부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262587&type=HTML&mobileYn=&efYd=20240517
4938,235141,현행,한옥 등 건축자산의 진흥에 관한 법률 시행규칙,한옥등건축자산법 시행규칙,012303,20210827,00882,타법개정,1613000,국토교통부,국토교통부령,,20210827,,/DRF/lawService.do?OC=username001&target=law&MST=235141&type=HTML&mobileYn=&efYd=20210827
4939,258801,현행,한의사전문의의 수련 및 자격 인정 등에 관한 규정,한의사전문의수련규정,005495,20240116,34146,일부개정,1352000,보건복지부,대통령령,,20240116,,/DRF/lawService.do?OC=username001&target=law&MST=258801&type=HTML&mobileYn=&efYd=20240116
4940,258981,현행,한의사전문의의 수련 및 자격 인정 등에 관한 규정 시행규칙,,008630,20240117,00992,일부개정,1352000,보건복지부,보건복지부령,,20240117,,/DRF/lawService.do?OC=username001&target=law&MST=258981&type=HTML&mobileYn=&efYd=20240117
4941,252721,현행,한의약 육성법,,009543,20230718,19556,일부개정,1352000,보건복지부,법률,,20240119,,/DRF/lawService.do?OC=username001&target=law&MST=252721&type=HTML&mobileYn=&efYd=20240119
4942,215255,현행,한의약 육성법 시행령,,009749,20200303,30509,타법개정,1352000,보건복지부,대통령령,,20200303,,/DRF/lawService.do?OC=username001&target=law&MST=215255&type=HTML&mobileYn=&efYd=20200303
4943,249023,현행,할부거래에 관한 법률,할부거래법,000355,20230321,19256,일부개정,1130000,공정거래위원회,법률,,20240322,,/DRF/lawService.do?OC=username001&target=law&MST=249023&type=HTML&mobileYn=&efYd=20240322
4944,254701,현행,할부거래에 관한 법률 시행령,할부거래법 시행령,005498,20230912,33721,일부개정,1130000,공정거래위원회,대통령령,,20230922,,/DRF/lawService.do?OC=username001&target=law&MST=254701&type=HTML&mobileYn=&efYd=20230922
4945,258617,현행,할부거래에 관한 법률 시행규칙,할부거래법 시행규칙,010044,20240109,01933,일부개정,1130000,공정거래위원회,총리령,,20240322,,/DRF/lawService.do?OC=username001&target=law&MST=258617&type=HTML&mobileYn=&efYd=20240322
4946,221061,현행,합동군사대학교령,,011501,20200825,30963,일부개정,1290000,국방부,대통령령,,20201201,,/DRF/lawService.do?OC=username001&target=law&MST=221061&type=HTML&mobileYn=&efYd=20201201
4947,247093,현행,합동참모본부 직제,,005502,20221230,33183,일부개정,1290000,국방부,대통령령,,20230101,,/DRF/lawService.do?OC=username001&target=law&MST=247093&type=HTML&mobileYn=&efYd=20230101
4948,251205,현행,항공기등록규칙,,008638,20230524,01208,일부개정,1613000,국토교통부,국토교통부령,,20230524,,/DRF/lawService.do?OC=username001&target=law&MST=251205&type=HTML&mobileYn=&efYd=20230524
4949,224071,현행,항공기등록령,,005508,20201210,31260,일부개정,1613000,국토교통부,대통령령,,20201210,,/DRF/lawService.do?OC=username001&target=law&MST=224071&type=HTML&mobileYn=&efYd=20201210
4950,234339,현행,항공보안법,,000088,20210727,18354,일부개정,1613000,국토교통부,법률,,20220128,,/DRF/lawService.do?OC=username001&target=law&MST=234339&type=HTML&mobileYn=&efYd=20220128
4951,262677,현행,항공보안법 시행령,,009380,20240514,34510,일부개정,1613000,국토교통부,대통령령,,20240514,,/DRF/lawService.do?OC=username001&target=law&MST=262677&type=HTML&mobileYn=&efYd=20240514
4952,240007,현행,항공보안법 시행규칙,,009354,20220128,01101,일부개정,1613000,국토교통부,국토교통부령,,20220128,,/DRF/lawService.do?OC=username001&target=law&MST=240007&type=HTML&mobileYn=&efYd=20220128
4953,254123,현행,항공사업법,,012523,20230816,19688,일부개정,1613000,국토교통부,법률,,20240217,,/DRF/lawService.do?OC=username001&target=law&MST=254123&type=HTML&mobileYn=&efYd=20240217
4954,261583,현행,항공사업법 시행령,,012842,20240329,34369,타법개정,1613000,국토교통부,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261583&type=HTML&mobileYn=&efYd=20240527
4955,258935,현행,항공사업법 시행규칙,,012849,20240112,01286,일부개정,1613000,국토교통부,국토교통부령,,20240112,,/DRF/lawService.do?OC=username001&target=law&MST=258935&type=HTML&mobileYn=&efYd=20240112
4956,224253,현행,항공안전기술원법,,012055,20201215,17646,타법개정,1613000,국토교통부,법률,,20210101,,/DRF/lawService.do?OC=username001&target=law&MST=224253&type=HTML&mobileYn=&efYd=20210101
4957,227995,현행,항공안전기술원법 시행령,,012166,20210105,31380,타법개정,1613000,국토교통부,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=227995&type=HTML&mobileYn=&efYd=20210105
4958,261223,현행,항공안전법,,012524,20240319,20396,일부개정,1613000,국토교통부,법률,,20240319,,/DRF/lawService.do?OC=username001&target=law&MST=261223&type=HTML&mobileYn=&efYd=20240319
4959,261585,현행,항공안전법 시행령,,012843,20240329,34369,타법개정,1613000,국토교통부,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261585&type=HTML&mobileYn=&efYd=20240527
4960,254763,현행,항공안전법 시행규칙,,012848,20230912,01252,일부개정,1613000,국토교통부,국토교통부령,,20240313,,/DRF/lawService.do?OC=username001&target=law&MST=254763&type=HTML&mobileYn=&efYd=20240313
4961,259399,현행,항공우주산업개발 촉진법,항공우주산업법,000325,20240126,20144,타법개정,1450000,산업통상자원부,법률,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=259399&type=HTML&mobileYn=&efYd=20240527
4962,261587,현행,항공우주산업개발 촉진법 시행령,항공우주산업법 시행령,005518,20240329,34369,타법개정,1450000,산업통상자원부,대통령령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=261587&type=HTML&mobileYn=&efYd=20240527
4963,262901,현행,항공우주산업개발 촉진법 시행규칙,항공우주산업법 시행규칙,008644,20240527,00126,타법개정,1450000,산업통상자원부,과학기술정보통신부령,,20240527,,/DRF/lawService.do?OC=username001&target=law&MST=262901&type=HTML&mobileYn=&efYd=20240527
4964,206558,현행,항공정보간행물발간규정,,008647,20190102,00575,타법개정,1613000,국토교통부,국토교통부령,,20190102,,/DRF/lawService.do?OC=username001&target=law&MST=206558&type=HTML&mobileYn=&efYd=20190102
4965,232271,현행,항공ㆍ철도 사고조사에 관한 법률,항공철도사고조사법,010062,20210518,18188,일부개정,1613000,국토교통부,법률,,20211119,,/DRF/lawService.do?OC=username001&target=law&MST=232271&type=HTML&mobileYn=&efYd=20211119
4966,236771,현행,항공ㆍ철도 사고조사에 관한 법률 시행령,항공철도사고조사법 시행령,010222,20211116,32125,일부개정,1613000,국토교통부,대통령령,,20211119,,/DRF/lawService.do?OC=username001&target=law&MST=236771&type=HTML&mobileYn=&efYd=20211119
4967,235149,현행,항공ㆍ철도 사고조사에 관한 법률 시행규칙,항공철도사고조사법 시행규칙,010224,20210827,00882,타법개정,1613000,국토교통부,국토교통부령,,20210827,,/DRF/lawService.do?OC=username001&target=law&MST=235149&type=HTML&mobileYn=&efYd=20210827
4968,250995,현행,항로표지법,,000049,20230516,19415,타법개정,1192000,해양수산부,법률,,20230516,,/DRF/lawService.do?OC=username001&target=law&MST=250995&type=HTML&mobileYn=&efYd=20230516
4969,258901,현행,항로표지법 시행령,,005526,20240116,34153,타법개정,1192000,해양수산부,대통령령,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=258901&type=HTML&mobileYn=&efYd=20240126
4970,250521,현행,항로표지법 시행규칙,,008648,20230425,00602,타법개정,1192000,해양수산부,해양수산부령,,20230425,,/DRF/lawService.do?OC=username001&target=law&MST=250521&type=HTML&mobileYn=&efYd=20230425
4971,246821,현행,항만공사법,,009512,20221227,19117,타법개정,1192000,해양수산부,법률,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=246821&type=HTML&mobileYn=&efYd=20230628
4972,256745,현행,항만공사법 시행령,,009573,20231212,33913,타법개정,1192000,해양수산부,대통령령,,20231212,,/DRF/lawService.do?OC=username001&target=law&MST=256745&type=HTML&mobileYn=&efYd=20231212
4973,194437,현행,항만공사법 시행규칙,,009579,20170621,00237,일부개정,1192000,해양수산부,해양수산부령,,20170621,,/DRF/lawService.do?OC=username001&target=law&MST=194437&type=HTML&mobileYn=&efYd=20170621
4974,255493,현행,항만법,,001737,20231024,19778,일부개정,1192000,해양수산부,법률,,20240425,,/DRF/lawService.do?OC=username001&target=law&MST=255493&type=HTML&mobileYn=&efYd=20240425
4975,262517,현행,항만법 시행령,,005528,20240507,34491,타법개정,1192000,해양수산부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262517&type=HTML&mobileYn=&efYd=20240517
4976,251963,현행,항만법 시행규칙,,008651,20230619,00605,일부개정,1192000,해양수산부,해양수산부령,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=251963&type=HTML&mobileYn=&efYd=20230628
4977,245753,현행,항만시설관리권 등록령,,005529,20221206,33036,일부개정,1192000,해양수산부,대통령령,,20230107,,/DRF/lawService.do?OC=username001&target=law&MST=245753&type=HTML&mobileYn=&efYd=20230107
4978,247881,현행,항만시설관리권 등록령 시행규칙,,008652,20230112,00579,일부개정,1192000,해양수산부,해양수산부령,,20230112,,/DRF/lawService.do?OC=username001&target=law&MST=247881&type=HTML&mobileYn=&efYd=20230112
4979,233647,현행,항만시설의 기술기준에 관한 규칙,,008654,20210630,00486,타법개정,1192000,해양수산부,해양수산부령,,20210630,,/DRF/lawService.do?OC=username001&target=law&MST=233647&type=HTML&mobileYn=&efYd=20210630
4980,248771,현행,항만시설장비 관리규칙,,008655,20230310,00592,타법개정,1192000,해양수산부,해양수산부령,,20230310,,/DRF/lawService.do?OC=username001&target=law&MST=248771&type=HTML&mobileYn=&efYd=20230310
4981,234457,현행,항만안전특별법,,014131,20210803,18369,제정,1192000,해양수산부,법률,,20220804,,/DRF/lawService.do?OC=username001&target=law&MST=234457&type=HTML&mobileYn=&efYd=20220804
4982,244117,현행,항만안전특별법 시행령,,014323,20220804,32852,제정,1192000,해양수산부,대통령령,,20220804,,/DRF/lawService.do?OC=username001&target=law&MST=244117&type=HTML&mobileYn=&efYd=20220804
4983,244171,현행,항만안전특별법 시행규칙,,014324,20220804,00559,제정,1192000,해양수산부,해양수산부령,,20220804,,/DRF/lawService.do?OC=username001&target=law&MST=244171&type=HTML&mobileYn=&efYd=20220804
4984,251927,현행,항만운송사업법,,000062,20230620,19501,일부개정,1192000,해양수산부,법률,,20231221,,/DRF/lawService.do?OC=username001&target=law&MST=251927&type=HTML&mobileYn=&efYd=20231221
4985,256817,현행,항만운송사업법 시행령,,005530,20231212,33954,일부개정,1192000,해양수산부,대통령령,,20231221,,/DRF/lawService.do?OC=username001&target=law&MST=256817&type=HTML&mobileYn=&efYd=20231221
4986,236709,현행,항만운송사업법 시행규칙,,008656,20211105,00505,일부개정,1192000,해양수산부,해양수산부령,,20211105,,/DRF/lawService.do?OC=username001&target=law&MST=236709&type=HTML&mobileYn=&efYd=20211105
4987,183706,현행,항만인력공급체제의 개편을 위한 지원특별법,항만인력법,010112,20160529,14246,일부개정,1192000,해양수산부,법률,,20160529,,/DRF/lawService.do?OC=username001&target=law&MST=183706&type=HTML&mobileYn=&efYd=20160529
4988,136227,현행,항만인력공급체제의 개편을 위한 지원특별법 시행령,항만인력법 시행령,010238,20130323,24443,타법개정,1192000,해양수산부,대통령령,,20130323,,/DRF/lawService.do?OC=username001&target=law&MST=136227&type=HTML&mobileYn=&efYd=20130323
4989,246825,현행,항만 재개발 및 주변지역 발전에 관한 법률,항만재개발법,013663,20221227,19117,타법개정,1192000,해양수산부,법률,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=246825&type=HTML&mobileYn=&efYd=20230628
4990,262347,현행,항만 재개발 및 주변지역 발전에 관한 법률 시행령,항만재개발법 시행령,013815,20240507,34487,타법개정,1192000,해양수산부,대통령령,,20240517,,/DRF/lawService.do?OC=username001&target=law&MST=262347&type=HTML&mobileYn=&efYd=20240517
4991,230313,현행,항만 재개발 및 주변지역 발전에 관한 법률 시행규칙,항만재개발법 시행규칙,013817,20210318,00476,일부개정,1192000,해양수산부,해양수산부령,,20210318,,/DRF/lawService.do?OC=username001&target=law&MST=230313&type=HTML&mobileYn=&efYd=20210318
4992,246899,현행,항만지역등 대기질 개선에 관한 특별법,항만대기질법,013459,20221227,19141,일부개정,1192000,해양수산부,법률,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=246899&type=HTML&mobileYn=&efYd=20230628
4993,251363,현행,항만지역등 대기질 개선에 관한 특별법 시행령,항만대기질법 시행령,013631,20230607,33516,일부개정,1192000,해양수산부,대통령령,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=251363&type=HTML&mobileYn=&efYd=20230628
4994,252131,현행,항만지역등 대기질 개선에 관한 특별법 시행규칙,항만대기질법 시행규칙,013641,20230623,00608,일부개정,1192000,해양수산부,해양수산부령,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=252131&type=HTML&mobileYn=&efYd=20230628
4995,197300,현행,해군교육사령부령,,005535,20170905,28266,타법개정,1290000,국방부,대통령령,,20170905,,/DRF/lawService.do?OC=username001&target=law&MST=197300&type=HTML&mobileYn=&efYd=20170905
4996,209798,현행,해군군수사령부령,,005537,20190702,29950,타법개정,1290000,국방부,대통령령,,20190702,,/DRF/lawService.do?OC=username001&target=law&MST=209798&type=HTML&mobileYn=&efYd=20190702
4997,259423,현행,해군본부 직제,,005543,20240130,34167,타법개정,1290000,국방부,대통령령,,20240130,,/DRF/lawService.do?OC=username001&target=law&MST=259423&type=HTML&mobileYn=&efYd=20240130
4998,205323,현행,해군작전사령부령,,005548,20181204,29321,타법개정,1290000,국방부,대통령령,,20190101,,/DRF/lawService.do?OC=username001&target=law&MST=205323&type=HTML&mobileYn=&efYd=20190101
4999,205324,현행,해군잠수함사령부령,,012202,20181204,29321,타법개정,1290000,국방부,대통령령,,20190101,,/DRF/lawService.do?OC=username001&target=law&MST=205324&type=HTML&mobileYn=&efYd=20190101
5000,205325,현행,해군함대령,,005550,20181204,29321,타법개정,1290000,국방부,대통령령,,20190101,,/DRF/lawService.do?OC=username001&target=law&MST=205325&type=HTML&mobileYn=&efYd=20190101
5001,243881,현행,해군항공사령부령,,014309,20220714,32799,제정,1290000,국방부,대통령령,,20220715,,/DRF/lawService.do?OC=username001&target=law&MST=243881&type=HTML&mobileYn=&efYd=20220715
5002,262611,현행,해병대사령부 직제,,005560,20240514,34504,일부개정,1290000,국방부,대통령령,,20240514,,/DRF/lawService.do?OC=username001&target=law&MST=262611&type=HTML&mobileYn=&efYd=20240514
5003,205326,현행,해병사단령,,005557,20181204,29321,타법개정,1290000,국방부,대통령령,,20190101,,/DRF/lawService.do?OC=username001&target=law&MST=205326&type=HTML&mobileYn=&efYd=20190101
5004,252901,현행,해사안전기본법,,000058,20230725,19572,전부개정,1192000,해양수산부,법률,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=252901&type=HTML&mobileYn=&efYd=20240126
5005,260077,현행,해사안전기본법 시행령,,005570,20240206,34194,타법개정,1192000,해양수산부,대통령령,,20240215,,/DRF/lawService.do?OC=username001&target=law&MST=260077&type=HTML&mobileYn=&efYd=20240215
5006,260153,현행,해사안전기본법 시행규칙,,008667,20240205,00651,전부개정,1192000,해양수산부,해양수산부령,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=260153&type=HTML&mobileYn=&efYd=20240126
5007,254907,현행,해상교통안전법,,014483,20230914,19725,타법개정,1192000,해양수산부,법률,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=254907&type=HTML&mobileYn=&efYd=20240126
5008,258809,현행,해상교통안전법 시행령,,014593,20240116,34153,제정,1192000,해양수산부,대통령령,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=258809&type=HTML&mobileYn=&efYd=20240126
5009,260107,현행,해상교통안전법 시행규칙,,014619,20240205,00652,제정,1192000,해양수산부,해양수산부령,,20240126,,/DRF/lawService.do?OC=username001&target=law&MST=260107&type=HTML&mobileYn=&efYd=20240126
5010,255847,현행,해수욕장의 이용 및 관리에 관한 법률,해수욕장법,012065,20231031,19807,타법개정,1192000,해양수산부,법률,,20240501,,/DRF/lawService.do?OC=username001&target=law&MST=255847&type=HTML&mobileYn=&efYd=20240501
5011,262099,현행,해수욕장의 이용 및 관리에 관한 법률 시행령,해수욕장법 시행령,012180,20240430,34481,일부개정,1192000,해양수산부,대통령령,,20240501,,/DRF/lawService.do?OC=username001&target=law&MST=262099&type=HTML&mobileYn=&efYd=20240501
5012,252227,현행,해수욕장의 이용 및 관리에 관한 법률 시행규칙,해수욕장법 시행규칙,012185,20230627,00610,일부개정,1192000,해양수산부,해양수산부령,,20230628,,/DRF/lawService.do?OC=username001&target=law&MST=252227&type=HTML&mobileYn=&efYd=20230628
5013,239441,현행,해양경비법,,011562,20220111,18755,타법개정,1532000,해양경찰청,법률,,20230112,,/DRF/lawService.do?OC=username001&target=law&MST=239441&type=HTML&mobileYn=&efYd=20230112
5014,228007,현행,해양경비법 시행령,,011674,20210105,31380,타법개정,1532000,해양경찰청,대통령령,,20210105,,/DRF/lawService.do?OC=username001&target=law&MST=228007&type=HTML&mobileYn=&efYd=20210105
5015,248079,현행,해양경비법 시행규칙,,011677,20230203,00581,타법개정,1532000,해양경찰청,해양수산부령,,20230203,,/DRF/lawService.do?OC=username001&target=law&MST=248079&type=HTML&mobileYn=&efYd=20230203
5016,228735,현행,해양경찰법,,013566,20210113,17904,일부개정,1532000,해양경찰청,법률,,20210114,,/DRF/lawService.do?OC=username001&target=law&MST=228735&type=HTML&mobileYn=&efYd=20210114
